time,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10
0.005,0.1556485501350877,0.009647841207520304,0.13445219266045155,0.1214218167201128,0.02054793818717229,0.22476766239291185,0.028706008116058543,0.06898935743148753,0.020975986596208324,0.01567116474430017
0.01,0.28635247901693106,0.03184921688698835,0.2610332062418578,0.26126056371782747,0.05487431984181706,0.3523445849034844,0.07326411524546689,0.15094406669430258,0.06585540192620912,0.04429615720896283
0.015,0.38731399732130906,0.053554650939648035,0.35843329404580837,0.36388574599832796,0.08392555149518922,0.457529412976976,0.10999437166712132,0.2153781142923508,0.10801537858830798,0.06959187159810891
0.02,0.4681066996404817,0.06953158544839924,0.4364768983945114,0.4475170156319165,0.10627486455611408,0.5398428558708556,0.13858465275492857,0.26703551227670935,0.13940274193418722,0.0887636648016657
0.025,0.5320355432525123,0.08253978422293716,0.49824659566974583,0.5132113394725898,0.1243806153908539,0.6053950718817172,0.16162549354555328,0.30784848564568823,0.1649100332063161,0.10434599993611064
0.030000000000000002,0.5825304855711552,0.09281519394933489,0.5470194255253691,0.5653394816327252,0.1385419904750634,0.6570670514736285,0.17967649260689889,0.34018565290428227,0.18501689203282018,0.11655129171543507
0.035,0.6223147992209156,0.10088427058518495,0.5855033974070916,0.6063601430415334,0.14978464495868066,0.6976233958173687,0.193998777371242,0.36564664036875427,0.20084827965164834,0.12622184917406656
0.04,0.6534132784830338,0.10727357625033956,0.6155617054658472,0.638489989092804,0.15858390950084503,0.7293920354889184,0.2052019102368924,0.3856170836986745,0.21334814276554548,0.1338095787986131
0.045,0.6776376127274036,0.11223244219703185,0.6390271799689212,0.6635552690049286,0.16545995485148704,0.7539530291329184,0.21395833909046613,0.40117980257312985,0.22306549012632226,0.13973171417372715
0.049999999999999996,0.69627562157999,0.11610525709896868,0.657067886098345,0.6828550643227989,0.1707873013516658,0.7728907411848104,0.22073440669872724,0.4132072873444003,0.23064195805955265,0.14432829670158703
0.05499999999999999,0.7104924162197741,0.11906650557335181,0.6708717978466305,0.6976513027905834,0.17486731469036143,0.7871849618051472,0.22592472860911292,0.4224027656656991,0.2364347976324186,0.1478488537062679
0.05999999999999999,0.7211253147507161,0.12132343275068677,0.6811924398775399,0.7087112195359573,0.1779576451118282,0.7978716336891015,0.22984902551563277,0.429326711049188,0.2408469184641694,0.15051965351703608
0.06499999999999999,0.7289125424303393,0.12299896068542157,0.6887884647991805,0.7169071141949829,0.18024377136656805,0.8055748689564038,0.23275137440535393,0.4344312069513989,0.24411633713039893,0.15249824561824712
0.06999999999999999,0.7344063913293554,0.12421970702289102,0.6941530156302447,0.7226785510572612,0.18189623911579658,0.8109636758323843,0.23484264124627433,0.43807802418062236,0.24649766557612626,0.1539319115272945
0.075,0.738068174893279,0.12506872897192112,0.6977653698324662,0.7266371507864812,0.18303154338473263,0.8144397071635738,0.2362773438080009,0.44055724475736185,0.24814613537662306,0.15492080756137705
0.08,0.7402672095294403,0.12562550123161248,0.6999523773791239,0.7290190327289504,0.18376149392231106,0.8164325850283112,0.23719254066020246,0.4421024148008289,0.24922547716149307,0.15556096159413604
0.085,0.7412869997327147,0.12594430890185399,0.701013043711924,0.7302618881385963,0.18415946806303476,0.8172024067454482,0.23768701313376683,0.4428998127873493,0.24983459183778156,0.15591556400053966
0.09000000000000001,0.7413780691230442,0.12607620908635117,0.7011670984628551,0.7304761290498525,0.1842988079416328,0.8170237865658725,0.23784930757176068,0.44309998047996035,0.2500805731930568,0.15604774188711035
0.09500000000000001,0.7407107825366291,0.1260558156788658,0.7005978717870869,0.7299828207159873,0.18422550777690788,0.8160662248974732,0.23774286512579404,0.4428227581447433,0.25002498905747794,0.1559968353934721
0.10000000000000002,0.7394577140869357,0.12591654928051604,0.6994555859661964,0.7288156872610007,0.183987899983611,0.8145042448850196,0.23742469912508418,0.442164961801162,0.24973903863196537,0.15580478815375867
